휴양림명,구분,지역,지자체,1월 일반예약 오픈일시(복수),2월 일반예약 오픈일시(복수),3월 일반예약 오픈일시(복수),4월 일반예약 오픈일시(복수),5월 일반예약 오픈일시(복수),6월 일반예약 오픈일시(복수),7월 일반예약 오픈일시(복수),8월 일반예약 오픈일시(복수),9월 일반예약 오픈일시(복수),10월 일반예약 오픈일시(복수),11월 일반예약 오픈일시(복수),12월 일반예약 오픈일시(복수)
유명산 자연휴양림,국립,서울인천경기,가평군,2025-01-04 09:00; 2025-01-10 16:00; 2025-01-15 09:00; 2025-01-22 09:00,2025-02-04 09:00; 2025-02-10 16:00; 2025-02-15 09:00; 2025-02-19 09:00,2025-03-04 09:00; 2025-03-10 16:00; 2025-03-15 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-04 09:00; 2025-04-10 16:00; 2025-04-15 09:00; 2025-04-16 09:00; 2025-04-23 09:00,2025-05-04 09:00; 2025-05-10 16:00; 2025-05-15 09:00; 2025-05-21 09:00,2025-06-04 09:00; 2025-06-09 09:00; 2025-06-10 16:00; 2025-06-15 09:00; 2025-06-16 18:00; 2025-06-17 10:00; 2025-06-19 10:00; 2025-06-26 10:00,2025-07-04 09:00; 2025-07-10 16:00; 2025-07-15 09:00; 2025-07-16 09:00; 2025-07-23 09:00,2025-08-04 09:00; 2025-08-10 16:00; 2025-08-15 09:00; 2025-08-20 09:00,2025-09-04 09:00; 2025-09-10 16:00; 2025-09-15 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-04 09:00; 2025-10-10 16:00; 2025-10-15 09:00; 2025-10-22 09:00,2025-11-04 09:00; 2025-11-10 16:00; 2025-11-15 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
아세안 자연휴양림,국립,서울인천경기,양주시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
안동호반자연휴양림,공립,대구경북,안동시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
영양에코둥지,공립,대구경북,영양군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
보현산자연휴양림,공립,대구경북,영천시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
운주산승마자연휴양림,공립,대구경북,영천시,2025-01-01 13:00; 2025-01-08 13:00; 2025-01-15 13:00; 2025-01-22 13:00; 2025-01-29 13:00,2025-02-05 13:00; 2025-02-12 13:00; 2025-02-19 13:00; 2025-02-26 13:00,2025-03-05 13:00; 2025-03-12 13:00; 2025-03-19 13:00; 2025-03-26 13:00,2025-04-02 13:00; 2025-04-09 13:00; 2025-04-16 13:00; 2025-04-23 13:00; 2025-04-30 13:00,2025-05-07 13:00; 2025-05-14 13:00; 2025-05-21 13:00; 2025-05-28 13:00,2025-06-04 13:00; 2025-06-11 13:00; 2025-06-18 13:00; 2025-06-25 13:00,2025-07-02 13:00; 2025-07-09 13:00; 2025-07-16 13:00; 2025-07-23 13:00; 2025-07-30 13:00,2025-08-06 13:00; 2025-08-13 13:00; 2025-08-20 13:00; 2025-08-27 13:00,2025-09-03 13:00; 2025-09-10 13:00; 2025-09-17 13:00; 2025-09-24 13:00,2025-10-01 13:00; 2025-10-08 13:00; 2025-10-15 13:00; 2025-10-22 13:00; 2025-10-29 13:00,2025-11-05 13:00; 2025-11-12 13:00; 2025-11-19 13:00; 2025-11-26 13:00,
구수곡자연휴양림,공립,대구경북,울진군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
금봉자연휴양림,공립,대구경북,의성군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
청도자연휴양림,공립,대구경북,청도군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
청송자연휴양림,공립,대구경북,청송군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
송정자연휴양림,공립,대구경북,칠곡군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
팔공산금화자연휴양림,공립,대구경북,칠곡군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
비학산자연휴양림,공립,대구경북,포항시 북구,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
거제자연휴양림,공립,부산경남,거제시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
거창산림레포츠파크,공립,부산경남,거창군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
거창항노화힐링랜드,공립,부산경남,거창군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
금원산자연휴양림,공립,부산경남,거창군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
갈모봉 자연휴양림,공립,부산경남,고성군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
밀양 도래재자연휴양림,공립,부산경남,밀양시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
사천 케이블카 자연휴양림,공립,부산경남,사천시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
산청한방자연휴양림,공립,부산경남,산청군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
대운산자연휴양림,공립,부산경남,양산시,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
자굴산 자연휴양림,공립,부산경남,의령군,2025-01-01 09:00; 2025-01-08 09:00; 2025-01-15 09:00; 2025-01-22 09:00; 2025-01-29 09:00,2025-02-05 09:00; 2025-02-12 09:00; 2025-02-19 09:00; 2025-02-26 09:00,2025-03-05 09:00; 2025-03-12 09:00; 2025-03-19 09:00; 2025-03-26 09:00,2025-04-02 09:00; 2025-04-09 09:00; 2025-04-16 09:00; 2025-04-23 09:00; 2025-04-30 09:00,2025-05-07 09:00; 2025-05-14 09:00; 2025-05-21 09:00; 2025-05-28 09:00,2025-06-04 09:00; 2025-06-11 09:00; 2025-06-18 09:00; 2025-06-25 09:00,2025-07-02 09:00; 2025-07-09 09:00; 2025-07-16 09:00; 2025-07-23 09:00; 2025-07-30 09:00,2025-08-06 09:00; 2025-08-13 09:00; 2025-08-20 09:00; 2025-08-27 09:00,2025-09-03 09:00; 2025-09-10 09:00; 2025-09-17 09:00; 2025-09-24 09:00,2025-10-01 09:00; 2025-10-08 09:00; 2025-10-15 09:00; 2025-10-22 09:00; 2025-10-29 09:00,2025-11-05 09:00; 2025-11-12 09:00; 2025-11-19 09:00; 2025-11-26 09:00,
